f1,f2,f3,target
-0.1503795658809628,4.738608845370052,,2
2.0127784843812915,-6.756348316483141,A,1
-0.027594739315871086,1.6651160355142371,D,0
7.327279428282335,2.97844958692898,D,1
3.678441793814037,6.977879646507223,E,0
4.900866287980245,4.5914919195559225,A,1
-3.1354456753355695,5.235481458709826,,0
-4.775657942402127,-1.8122199316846288,B,2
-2.280653629464645,3.0395606667996,D,2
1.6785327494791202,6.173522676006771,B,2
-2.3956020252858123,5.682283959038411,D,2
-4.580757891538614,2.1638063562721594,B,0
1.397535065862259,-0.44173071406095166,A,1
-3.7370118529195535,-0.48822267194693403,E,2
-0.5274920425615922,6.373616928854314,D,2
2.0480111476045284,0.5071525016566379,B,1
-1.6836795049801923,9.652941718254935,E,2
-1.973084472690628,1.608821413152342,E,0
5.494563563036413,1.1136192447460018,A,1
-0.18434246200544457,2.7729091085475046,D,0
4.912667400746515,1.408291862280488,A,1
2.4307913565217314,1.117121799458432,D,1
3.9850707028761203,-1.399932779608044,D,1
-1.6511415500188413,6.674025779422229,B,2
-5.880435296826278,6.012691469692997,D,2
0.8053329136132761,3.1152309931989395,E,0
-2.9247704181085226,1.89223611535383,E,0
0.7482734327069007,-1.303861836902446,B,1
1.1309949068561622,6.905617213873674,E,0
-3.9173884444141036,3.39937038286331,D,0
-0.2390487898378888,9.539641045511171,D,0
-5.627025799524648,7.651556396617536,,2
-0.5375397691552872,0.1227060680646268,E,2
4.64042495692409,3.7252618418164962,B,0
2.835202132068525,-1.545191182757808,D,2
-5.231895541316549,-0.03373957737506039,B,2
1.824305426040805,1.0261648842749769,E,0
-3.6809327496027335,2.6796008117112353,B,2
-2.476725003101233,2.6179122311371827,A,1
-0.9004010267812648,7.280197813003907,B,0
1.4046448886414242,-1.2781824807880318,A,1
-1.6045172773260612,5.288691212450656,D,0
-3.6750179567039476,5.555743790543897,E,0
1.8088356410834838,-3.677041958954989,A,1
6.442015372127713,4.076835915683121,B,0
-2.0978486967386525,3.6005956218816992,B,2
3.414292204873622,6.065565465647868,D,0
3.3064291884092505,-0.9259401852304676,D,1
4.771503592812793,4.938278365644024,D,0
3.3683548586376366,1.804153942817361,E,1
0.973236844517805,2.5294425521849186,B,2
-3.798073547827599,4.313453976777857,B,0
2.8109783085453968,3.9278168224933845,B,1
4.406748271829714,3.426987510062944,A,1
4.510838171991288,0.6434358566537317,E,0
6.634187720959012,5.168088762099784,A,1
2.1040523558489355,1.563003797517069,D,0
-2.0202763097396095,2.0833769552298493,E,0
-3.5946163878041584,-3.702873785312441,D,2
3.8722794864616397,-0.4579968232879519,A,1
3.374159076433199,-0.6425677273193995,A,1
-4.098036096026264,0.594673418677127,B,2
7.345716078322188,-3.155478465837856,A,1
2.8066281621325984,2.8144014179914514,A,1
-1.478859448217798,-0.12557396867009096,A,1
2.72791367200079,-7.914727572840238,A,1
6.125629256593285,6.939705937534363,A,1
3.0575895366168924,3.825067013009589,D,0
-4.571122103279858,8.533643742636828,B,0
4.759898093258624,2.0798557161794253,E,2
1.633150869790309,0.11473273266258133,D,1
0.10075799030290655,2.01931069201352,E,0
4.002899104935513,-0.7439445720906961,A,1
1.2671282837070672,5.132765108209303,E,2
4.932122395025807,-6.068537978526128,A,1
-3.789260906665164,-0.12531036557470765,A,1
0.23996958918564681,5.042637079982512,D,2
2.418958586790172,1.8243118551193431,D,2
-1.9756273035832055,0.4137822696474762,B,2
-0.20964758980076104,4.919829095007495,D,2
-0.7636543769540145,-6.247586753147251,A,1
-3.132101919660257,0.6470906042402191,B,2
3.5213392950575777,0.5737778305369918,A,1
-0.2247763664937752,-0.11318145795107881,B,0
1.2390911483858296,0.2506011782377229,D,2
0.4005374586452024,-0.71969464464547,A,1
-2.8988933185345798,5.687432741687938,B,2
0.20757198456017834,6.876773057815746,B,0
-3.686267347108841,2.7346582167529503,B,2
-1.9556831354310351,2.8755281192116002,B,2
3.8561476796673704,4.226338449772688,A,1
1.6490267414435409,-0.7322777610375795,,0
2.1347692098416022,4.606388517220325,B,0
-1.4762092143021843,0.09974544833045851,E,0
5.431046874646357,-2.0678827266882873,B,0
-0.24014729287551884,5.605604232139257,D,0
0.5140528832719892,7.884622369695984,B,0
2.406592792127875,5.847691551435983,E,2
-2.1876153134085463,6.7645308394224335,E,0
2.040742537427735,6.1406683514310325,A,1
-0.7996689825688628,1.1781657368175216,E,1
-0.9308745289364726,6.201710605427348,,2
-0.6197113496869904,1.435012060151542,D,0
2.1944237607030246,3.950262472462895,A,1
0.5096222774978258,4.149876629436692,B,2
1.364933640185152,0.08588608402050468,D,0
1.8032697265688182,2.1786321704340685,B,0
2.2474405974415768,-2.293676240296059,A,1
2.8048811486504377,-2.715090844258593,B,1
-6.975913754186037,-3.2600396301537895,D,2
3.9207321039655554,-1.5120547686165384,E,1
4.906859630145176,4.578097827021832,E,0
-2.573284211872779,6.400655918041622,D,2
1.2754843104876215,-1.047341477752041,E,2
0.18948304671604066,1.3889749988517806,A,1
-3.243344108413343,0.12006964277076371,D,2
-0.2120995147078535,11.066638423863278,D,0
-0.5305875849753284,2.248191890763035,E,2
-0.7286899867397599,3.2842461871961492,E,2
-3.4477935082939006,1.4922151494155336,B,2
0.14973832582426683,2.7086937208091832,A,1
-0.7623300347501438,10.306227109205414,B,2
4.729813481400612,3.2513296629009254,A,1
-2.80820516182535,5.845799866896581,D,0
-0.1202488687405503,3.284886105213639,A,1
0.504354213704798,5.132506883508311,D,0
3.4803485284736873,2.115401220547248,D,1
1.1417841428871902,5.200719695805443,D,0
0.5210914239422468,1.851463500107162,,2
5.777073534792772,3.7372829867950386,E,0
-5.051142836466592,4.864246134540345,A,1
-1.2304091450933212,1.604526233840634,A,1
6.11842448785869,1.999941552237945,D,0
1.7812987410221162,0.6751679408168085,B,2
4.291781321163974,2.2597511815130846,A,1
3.343908872171056,-3.1669199805111443,A,1
3.635612637204926,1.2008461930103524,A,1
0.5017115169055968,1.7514497373829911,B,2
4.142387281362999,0.23739807465810814,A,1
4.3620522720902,5.7917901664802764,E,0
-2.0567202241320883,3.5910811993166107,E,2
0.4678440936838082,2.1071565601742117,A,1
-1.399827570701088,4.468498798072465,E,2
6.033646986524406,-0.6403512916501493,E,0
1.605818512315661,0.5819135287797073,E,0
0.591544156463389,3.4884726279763,D,0
2.9520646600592113,2.723681757957898,D,1
1.646974403402346,-4.218963559203871,A,1
0.9782619468560174,-1.6962474960267873,E,2
-0.12645812168064596,3.4518896734550735,A,1
1.8870620273820107,7.416651419274803,A,1
-6.408592660795086,5.205954206333214,D,2
-1.55446284469505,4.431757365368052,D,1
0.5859492159653831,4.585647015605096,E,0
-4.539782683113479,2.7056335710208907,B,2
-5.078002490516278,9.89019828054859,E,2
2.289990988954016,2.0290125520437234,A,1
1.9692178089400987,5.948037505956616,A,1
3.566829053690439,1.8895261055347818,E,0
0.8338830731092686,5.135950806032317,D,2
-0.9425678910253366,2.022508744621206,A,1
-4.44153870926377,4.245818951534599,E,0
2.6892366042628044,0.2904808713547383,A,1
3.803213003377395,-1.7115889525080554,E,0
-5.114679167755018,-1.7338934877658563,D,2
4.604898746167569,-0.5872934697786667,D,1
2.7514510040011997,2.875114018504382,D,0
2.9054337145643734,6.0684621148022,,0
1.2599678702054589,2.2760514361761848,E,1
9.352934907171552,6.987854135813153,A,1
2.344704949248585,-2.6267966430472467,A,1
3.082705095269944,-2.1936348265606096,A,1
0.39106910393879835,0.5268613756570795,A,1
-0.2532935367729634,2.943775031032839,B,0
1.050112026039675,0.4527859459882746,A,1
4.202617971161067,1.3736663067547983,A,1
-5.565860652465053,-0.2571798609080487,E,2
-3.953397827026426,1.862692145087859,D,2
3.8179428924276784,4.215904116723631,D,0
3.4424991489379084,3.664141616832927,,0
-3.303747298223451,2.4956499477417187,D,2
2.019038348427988,4.293999812400857,D,2
-1.2424189106274448,8.932831113668598,B,0
-0.9648905006017827,4.817517962905027,B,0
0.8687484197741466,2.6536028564547767,E,2
3.727104776348028,5.5441520731779335,A,1
1.8369835425565342,-2.6579954999238353,B,0
-1.6186523799958201,5.741762651596337,D,2
-0.8512709055389616,1.826625729654827,D,1
0.6444985701218732,3.0064913917130562,D,0
1.5265560185490692,5.167533624094225,B,0
1.8176394244175509,1.17956855920422,A,1
-0.5669809631938463,2.799916565698643,D,2
-2.182669808742245,1.8500880251642855,B,2
-2.0611013796849234,8.055496825078695,D,0
3.1712468596376726,4.107322202014941,B,0
4.792113604147727,4.616639152054929,A,1
-1.7015419313344218,1.3156642870218132,B,1
0.10331226371545688,1.3055199548340783,D,2
8.75954384185095,3.0916904458955785,D,0
2.505407249600194,-3.5040843380135867,,1
-3.1307909853010214,2.306789697512659,B,2
1.2271902978364135,-6.15579479287201,D,1
3.050886331757055,6.388034758416408,B,0
4.039944308047984,6.42987314677967,B,0
3.442291465466697,1.2872268289563134,A,1
2.304808419786712,4.9589785468382015,E,0
-2.6599846910466685,0.8141185184177994,A,1
-2.605898476216272,5.694887232453551,B,2
-0.30983611821099144,2.390265658027637,B,0
0.7209232709882778,2.610884227541909,B,0
-8.557665470347104,0.23679405967181744,B,2
8.837991616601213,2.061367793252252,D,0
2.387877916022168,-0.5922995884903686,D,2
-4.7446558657043125,5.726980642120777,B,2
-0.05897801391449953,3.1037583459072655,A,1
2.818508189584736,7.07040734214797,E,0
-0.1358419311148653,1.4669399407795156,,0
0.6515624617076812,-5.319113953231961,B,2
-8.868509128662005,4.826336939660514,B,2
3.0399142520707585,4.453359127247858,D,0
-1.1166799583185734,4.25594116932338,D,2
-2.4617312009758345,4.444985611423871,B,0
-1.210863897837592,4.893459529634745,E,0
-0.13422241499461252,1.4260211495266253,D,0
0.8038615231503111,3.1301361709263413,E,0
4.220398181921064,2.4096593621002236,E,0
-2.1098219287058937,-1.1864670092687977,D,2
1.6530150692529055,8.471223274482172,E,0
-2.212504682084465,2.6746067121178387,B,2
5.754582341798946,3.5280694324180764,D,0
-1.1686253266729483,5.127112665977043,B,2
0.4027174121928314,3.547191665344508,E,2
1.2915461986917713,0.1727864640146548,E,1
3.613075087231234,-1.1200856330706848,A,1
3.3860795109903234,0.2685684839922521,A,1
-6.1994410038137175,4.192617724860567,B,2
-4.378034253087965,2.9223759507395592,E,2
-2.608690337259486,2.802558325535598,D,0
-4.797147036162264,5.2519067893224145,D,2
0.871414011383292,-1.8353920812959412,B,0
-0.8930374483950909,3.6302104373000095,A,1
2.1404928553516456,-0.29652078295905593,D,1
3.3352539648734236,2.9045300372405607,E,0
1.225027077313161,-0.7848604913699526,A,1
0.2523965832855066,3.0170785010450576,E,1
-0.21046040323651205,1.3151495786848395,A,1
-5.69586373560251,2.681989211074878,E,2
3.096204581118122,1.6537566257083178,A,1
-4.290323971816677,1.305608417599628,B,2
-1.2108485322674913,5.699933872424344,,2
-5.168827947400523,-2.2527484129049977,D,2
4.018447784105535,-0.4520956746973057,A,1
-1.7914104540134022,-2.5748732096904767,E,2
-2.4683514526029833,2.9509942759641814,E,2
2.0457154245386358,6.573014345934947,D,2
0.4448579286005244,1.6315997782639027,E,0
0.6666318241613723,1.1496161314681963,E,0
-3.8991389163708523,3.1668183442702156,D,2
8.125704403138322,7.137225788419632,B,0
0.09120387987581813,-1.4816734887284708,A,1
-3.1125527630775336,1.9285177805179967,B,0
1.5258404747631213,0.09092473417573732,E,2
-1.9275436699834727,-5.241284003607098,A,1
-2.4510110987260147,4.856020582769068,D,2
-6.336422999051573,7.6485610059192295,E,0
-2.5317299523723586,4.209575670964387,E,2
-2.453138844422795,-3.163886278195508,D,2
-6.666910958058795,3.750420868165747,D,2
-5.1788604405001495,7.330914620272864,D,2
5.966630624326023,1.669369614946464,A,1
1.8727581041208738,3.259557869831389,A,1
3.551216216305516,3.72414464622253,E,2
-2.219632724061974,8.054413341739144,D,2
2.519477231096311,-1.7359201655737437,D,1
0.03887416903805274,-3.4755445375433265,A,1
-4.556821345399315,4.169040428593597,B,2
1.9929824541943286,10.366918011902783,E,0
4.281355388139813,-6.319618367817785,A,1
5.804909953242662,2.3629118981580066,A,1
1.8509414504911432,1.0693447031594379,B,1
4.264501732521693,-0.26034642668999863,A,1
-1.4219971200827946,5.0261498566742056,E,0
-1.0880749077428211,-5.4209279760516464,A,1
-1.6479975908473317,2.9161661565839987,D,2
1.9532864229121403,0.22523535692327135,A,1
1.7798344310295195,2.8512936837865226,D,1
6.831553115349936,8.02360897693047,B,0
-2.1603035926619025,1.0492191490640543,B,0
-0.936040998110192,3.111971884461997,,0
5.631793682278272,5.312260324218264,A,1
-0.8567218614450375,2.9837851251749714,E,2
3.7166111047127117,-0.8647807420447386,A,1
-0.3035855955054796,5.7930017672122665,A,1
-0.8234771530611158,2.887821327153475,B,1
4.132788682512793,-1.4236263793485784,A,1
3.921298915720954,-0.32494472466779123,A,1
-3.503435675071071,2.243468716568956,B,2
-0.3058306903551795,-0.8566491493144683,A,1
-0.9545851299521764,-2.3664221292248904,B,0
4.520405882411353,2.408076053432888,E,0
6.278379008681965,1.428325444313637,D,1
-4.441208907318488,7.522838170700285,B,2
6.525043818585404,3.661287358848137,E,0
7.633321340415615,-2.3288802448356436,A,1
-0.071164682296188,-2.0858536619022807,B,2
2.785879061601311,6.510190297767464,E,2
0.2970218664698794,0.28014476794444154,D,1
7.465977926388565,8.313371175757567,B,0
-2.092719229217434,0.9958062743178865,B,1
0.2938018358401684,5.4684433090729945,B,2
1.272272439993882,4.895330493040492,D,0
2.60589605776847,6.444062130304675,A,1
-3.0241415501869593,5.399042487585076,B,2
-4.230148582157334,2.5627173004723,D,2
-3.8654234641273595,3.665566486806484,E,0
-3.4434921356718853,1.5545012726242615,E,2
0.9750180993086346,5.426252585360798,B,0
-0.29170543559134776,1.8489581584276673,A,1
-0.19819418408447875,3.059889723087991,E,2
2.7107520862439287,4.915626475867029,E,2
-3.122219212732067,2.136414819709648,B,2
2.787257589319462,2.2903812376133503,D,2
-1.9245231868237087,-0.8914067119553888,E,0
2.2441455872245926,-1.7172719783744919,,1
0.4964507152753666,1.807914847797016,B,0
0.7989703759480395,3.7126325834323137,D,2
0.631971212930591,3.909914366754631,B,2
0.6560339327761815,6.499750287357654,D,2
4.802327663207501,1.9876422431889245,E,1
-2.044225178350456,9.348517476250372,D,0
-1.4051985327351308,-0.8493837506130468,E,2
4.441095719470104,-0.7888949093032949,A,1
-2.344405815285712,6.411777611554578,E,2
5.569067131632969,4.581130533857816,E,0
-1.2570046065336289,-4.9177132037373665,A,1
-4.724659502583778,-1.7827796220856706,A,1
5.312504583868494,0.3184766376838526,A,1
1.4085895339161905,5.004161566435344,B,0
-4.332573470575895,5.73558093715172,E,2
1.0964844481898215,3.3205225755591394,E,0
-4.169949411726344,7.459656893263508,D,2
5.386798648910503,-1.6644740114775334,A,1
-0.23326076237304383,7.971122538595672,E,0
-2.662333370080579,5.155095990598427,D,0
